date,heure,prix_debut,prix_haut,prix_bas,prix_fin,volume,prix_fin_suiv,direction_up,difference,change 10 points,change 50 points
2012.03.15,00:00,1.30294,1.31184,1.30032,1.3078,75125,1.31735,1,48.6,1,0
2012.03.16,00:00,1.30781,1.31862,1.30484,1.31735,67767,1.32366,1,95.4,1,1
2012.03.19,00:00,1.31783,1.32642,1.31415,1.32366,62310,1.32237,1,58.3,1,1
2012.03.20,00:00,1.32364,1.32512,1.3172,1.32237,66913,1.32118,0,-12.7,1,0
2012.03.21,00:00,1.32236,1.3284,1.3178,1.32118,69661,1.31978,0,-11.8,1,0
2012.03.22,00:00,1.3212,1.3254,1.31343,1.31978,74563,1.3269,0,-14.2,1,0
2012.03.23,00:00,1.31976,1.32916,1.31906,1.3269,69627,1.33569,1,71.4,1,1
2012.03.26,00:00,1.32697,1.33667,1.31919,1.33569,70917,1.33136,1,87.2,1,1
2012.03.27,00:00,1.33571,1.33848,1.33126,1.33136,66055,1.3316,0,-43.5,1,0
2012.03.28,00:00,1.33135,1.3372,1.3277,1.3316,72002,1.33012,1,2.5,0,0
2012.03.29,00:00,1.33159,1.33449,1.32518,1.33012,70964,1.33408,0,-14.7,1,0
2012.03.30,00:00,1.33012,1.33755,1.32934,1.33408,69721,1.33194,1,39.6,1,0
2012.04.02,00:00,1.33595,1.33801,1.32781,1.33194,67560,1.32327,0,-40.1,1,0
2012.04.03,00:00,1.33196,1.3367,1.32128,1.32327,75006,1.31416,0,-86.9,1,1
2012.04.04,00:00,1.32326,1.32383,1.31069,1.31416,80148,1.3065,0,-91,1,1
2012.04.05,00:00,1.31416,1.31636,1.30346,1.3065,70748,1.30911,0,-76.6,1,1
2012.04.06,00:00,1.30649,1.31115,1.30506,1.30911,41799,1.31049,1,26.2,1,0
2012.04.09,00:00,1.31006,1.3133,1.3033,1.31049,48127,1.30812,1,4.3,0,0
2012.04.10,00:00,1.31048,1.31436,1.30538,1.30812,79561,1.31086,0,-23.6,1,0
2012.04.11,00:00,1.30814,1.31564,1.30659,1.31086,75521,1.31865,1,27.2,1,0
2012.04.12,00:00,1.31084,1.32122,1.31018,1.31865,77047,1.30764,1,78.1,1,1
2012.04.13,00:00,1.31867,1.32001,1.30691,1.30764,74017,1.31409,0,-110.3,1,1
2012.04.16,00:00,1.30641,1.31466,1.29945,1.31409,81834,1.31254,1,76.8,1,1
2012.04.17,00:00,1.31408,1.31717,1.30899,1.31254,74113,1.31224,0,-15.4,1,0
2012.04.18,00:00,1.31256,1.31402,1.30577,1.31224,75693,1.3137,0,-3.2,0,0
2012.04.19,00:00,1.31224,1.31648,1.30697,1.3137,79245,1.3217,1,14.6,1,0
2012.04.20,00:00,1.31369,1.32262,1.31284,1.3217,71359,1.31555,1,80.1,1,1
2012.04.23,00:00,1.32005,1.32098,1.31042,1.31555,69040,1.31962,0,-45,1,0
2012.04.24,00:00,1.31553,1.32174,1.31445,1.31962,68801,1.32162,1,40.9,1,0
2012.04.25,00:00,1.3196,1.32356,1.3173,1.32162,72109,1.32192,1,20.2,1,0
2012.04.26,00:00,1.32161,1.32623,1.31983,1.32192,68171,1.32502,1,3.1,0,0
2012.04.27,00:00,1.32194,1.32695,1.31572,1.32502,77124,1.32382,1,30.8,1,0
2012.04.30,00:00,1.32362,1.3266,1.32078,1.32382,62940,1.32359,1,2,0,0
2012.05.01,00:00,1.32383,1.32828,1.32039,1.32359,50276,1.31579,0,-2.4,0,0
2012.05.02,00:00,1.32358,1.32408,1.3123,1.31579,68243,1.31519,0,-77.9,1,1
2012.05.03,00:00,1.31578,1.31795,1.30963,1.31519,62745,1.30832,0,-5.9,0,0
2012.05.04,00:00,1.3152,1.31775,1.30799,1.30832,63189,1.30499,0,-68.8,1,1
2012.05.07,00:00,1.30127,1.3064,1.29546,1.30499,77221,1.30047,1,37.2,1,0
2012.05.08,00:00,1.305,1.30645,1.29821,1.30047,78316,1.29282,0,-45.3,1,0
2012.05.09,00:00,1.30048,1.30068,1.2911,1.29282,85510,1.29351,0,-76.6,1,1
2012.05.10,00:00,1.29282,1.29783,1.29237,1.29351,76588,1.29162,1,6.9,0,0
2012.05.11,00:00,1.2935,1.29569,1.29044,1.29162,76723,1.28217,0,-18.8,1,0
2012.05.14,00:00,1.29013,1.29038,1.28209,1.28217,73485,1.27288,0,-79.6,1,1
2012.05.15,00:00,1.28219,1.28689,1.27215,1.27288,74037,1.2715,0,-93.1,1,1
2012.05.16,00:00,1.27287,1.27579,1.26807,1.2715,81759,1.26974,0,-13.7,1,0
2012.05.17,00:00,1.2715,1.27488,1.26666,1.26974,78134,1.27783,0,-17.6,1,0
2012.05.18,00:00,1.26975,1.27933,1.26417,1.27783,86023,1.28174,1,80.8,1,1
2012.05.21,00:00,1.2765,1.2823,1.27248,1.28174,82247,1.26828,1,52.4,1,1
2012.05.22,00:00,1.28172,1.28192,1.26575,1.26828,80971,1.25811,0,-134.4,1,1
2012.05.23,00:00,1.26829,1.26877,1.25449,1.25811,95981,1.25314,0,-101.8,1,1
2012.05.24,00:00,1.25813,1.26188,1.25156,1.25314,92632,1.25153,0,-49.9,1,0
2012.05.25,00:00,1.25315,1.26015,1.24964,1.25153,81926,1.25405,0,-16.2,1,0
2012.05.28,00:00,1.2575,1.26235,1.25244,1.25405,66881,1.25016,0,-34.5,1,0
2012.05.29,00:00,1.25406,1.2574,1.24609,1.25016,86128,1.23659,0,-39,1,0
2012.05.30,00:00,1.25016,1.25043,1.23608,1.23659,92166,1.23641,0,-135.7,1,1
2012.05.31,00:00,1.23657,1.24278,1.23362,1.23641,90105,1.24334,0,-1.6,0,0
2012.06.01,00:00,1.23641,1.24537,1.22882,1.24334,97430,1.24984,1,69.3,1,1
2012.06.04,00:00,1.24166,1.25087,1.23854,1.24984,82307,1.24514,1,81.8,1,1
2012.06.05,00:00,1.2498,1.25411,1.24099,1.24514,83236,1.25806,0,-46.6,1,0
2012.06.06,00:00,1.24517,1.25848,1.24404,1.25806,91048,1.25595,1,128.9,1,1
2012.06.07,00:00,1.25805,1.26243,1.25397,1.25595,90701,1.2516,0,-21,1,0
2012.06.08,00:00,1.25595,1.25742,1.24352,1.2516,91538,1.24819,0,-43.5,1,0
2012.06.11,00:00,1.264,1.26677,1.24802,1.24819,91539,1.25029,0,-158.1,1,1
2012.06.12,00:00,1.24815,1.2528,1.24423,1.25029,90529,1.25564,1,21.4,1,0
2012.06.13,00:00,1.2503,1.26094,1.24733,1.25564,89580,1.26319,1,53.4,1,1
2012.06.14,00:00,1.25566,1.26354,1.25419,1.26319,87711,1.26361,1,75.3,1,1
2012.06.15,00:00,1.26322,1.26643,1.25919,1.26361,82600,1.25753,1,3.9,0,0
2012.06.18,00:00,1.26961,1.27468,1.25569,1.25753,94645,1.26844,0,-120.8,1,1
2012.06.19,00:00,1.25751,1.27297,1.25682,1.26844,88521,1.27066,1,109.3,1,1
2012.06.20,00:00,1.26845,1.27418,1.26381,1.27066,88945,1.25393,1,22.1,1,0
2012.06.21,00:00,1.27062,1.2707,1.25317,1.25393,91715,1.25677,0,-166.9,1,1
2012.06.22,00:00,1.25393,1.25827,1.25191,1.25677,78201,1.25035,1,28.4,1,0
2012.06.25,00:00,1.25465,1.25575,1.2471,1.25035,72637,1.24931,0,-43,1,0
2012.06.26,00:00,1.25034,1.25298,1.24419,1.24931,82268,1.24677,0,-10.3,1,0
2012.06.27,00:00,1.24925,1.25074,1.24454,1.24677,78218,1.24426,0,-24.8,1,0
2012.06.28,00:00,1.24675,1.25236,1.24071,1.24426,87471,1.26655,0,-24.9,1,0
2012.06.29,00:00,1.24425,1.26918,1.24331,1.26655,101068,1.25752,1,223,1,1
2012.07.02,00:00,1.26771,1.26799,1.2568,1.25752,80270,1.26069,0,-101.9,1,1
2012.07.03,00:00,1.25748,1.26257,1.25588,1.26069,72527,1.25253,1,32.1,1,0
2012.07.04,00:00,1.26067,1.26074,1.2508,1.25253,66333,1.23905,0,-81.4,1,1
2012.07.05,00:00,1.25258,1.25375,1.23637,1.23905,83410,1.22875,0,-135.3,1,1
2012.07.06,00:00,1.23905,1.24008,1.22598,1.22875,81375,1.2312,0,-103,1,1
2012.07.09,00:00,1.22634,1.2323,1.22557,1.2312,74431,1.22492,1,48.6,1,0
2012.07.10,00:00,1.23122,1.23331,1.22351,1.22492,76206,1.22378,0,-63,1,1
2012.07.11,00:00,1.22491,1.22957,1.22124,1.22378,76190,1.22027,0,-11.3,1,0
2012.07.12,00:00,1.2238,1.22475,1.2167,1.22027,79303,1.22485,0,-35.3,1,0
2012.07.13,00:00,1.22029,1.22554,1.21622,1.22485,74575,1.22714,1,45.6,1,0
2012.07.16,00:00,1.22673,1.22889,1.21753,1.22714,66888,1.22939,1,4.1,0,0
2012.07.17,00:00,1.22711,1.23156,1.2189,1.22939,77749,1.22831,1,22.8,1,0
2012.07.18,00:00,1.22936,1.23052,1.22166,1.22831,77270,1.228,0,-10.5,1,0
2012.07.19,00:00,1.2283,1.23214,1.2229,1.228,81698,1.21551,0,-3,0,0
2012.07.20,00:00,1.228,1.22823,1.2144,1.21551,78036,1.21159,0,-124.9,1,1
2012.07.23,00:00,1.21201,1.21438,1.20669,1.21159,86313,1.20583,0,-4.2,0,0
2012.07.24,00:00,1.21159,1.21368,1.20418,1.20583,86004,1.21574,0,-57.6,1,1
2012.07.25,00:00,1.20582,1.21681,1.20529,1.21574,87568,1.22817,1,99.2,1,1
2012.07.26,00:00,1.21573,1.23276,1.21172,1.22817,86519,1.23211,1,124.4,1,1
2012.07.27,00:00,1.2282,1.23889,1.22417,1.23211,89704,1.22597,1,39.1,1,0
2012.07.30,00:00,1.22972,1.23099,1.22251,1.22597,71744,1.23028,0,-37.5,1,0
2012.07.31,00:00,1.22598,1.23289,1.22487,1.23028,79426,1.22245,1,43,1,0
2012.08.01,00:00,1.2303,1.23357,1.22175,1.22245,75660,1.21794,0,-78.5,1,1
2012.08.02,00:00,1.22244,1.24011,1.21337,1.21794,88937,1.23848,0,-45,1,0
2012.08.03,00:00,1.21795,1.23918,1.21662,1.23848,82753,1.23999,1,205.3,1,1
2012.08.06,00:00,1.23972,1.24422,1.23413,1.23999,76980,1.2398,1,2.7,0,0
2012.08.07,00:00,1.23997,1.24414,1.23756,1.2398,74958,1.23643,0,-1.7,0,0
2012.08.08,00:00,1.23978,1.24016,1.23264,1.23643,75116,1.2305,0,-33.5,1,0
2012.08.09,00:00,1.23642,1.2386,1.22667,1.2305,76760,1.22884,0,-59.2,1,1
2012.08.10,00:00,1.23051,1.23156,1.22409,1.22884,72509,1.23316,0,-16.7,1,0
2012.08.13,00:00,1.22895,1.23729,1.22604,1.23316,69060,1.23213,1,42.1,1,0
2012.08.14,00:00,1.23317,1.23849,1.23166,1.23213,70327,1.22893,0,-10.4,1,0
2012.08.15,00:00,1.23211,1.23429,1.22636,1.22893,62455,1.23553,0,-31.8,1,0
2012.08.16,00:00,1.22892,1.23718,1.22561,1.23553,68365,1.23327,1,66.1,1,1
2012.08.17,00:00,1.23554,1.23814,1.22886,1.23327,67031,1.23446,0,-22.7,1,0
2012.08.20,00:00,1.23521,1.23683,1.22948,1.23446,64290,1.24721,0,-7.5,0,0
2012.08.21,00:00,1.23449,1.24868,1.23418,1.24721,70312,1.25279,1,127.2,1,1
2012.08.22,00:00,1.2472,1.25367,1.2431,1.25279,74297,1.25631,1,55.9,1,1
2012.08.23,00:00,1.2528,1.25885,1.2523,1.25631,74861,1.25109,1,35.1,1,0
2012.08.24,00:00,1.25632,1.25675,1.24822,1.25109,63284,1.24981,0,-52.3,1,1
2012.08.27,00:00,1.25122,1.25349,1.24894,1.24981,43862,1.25641,0,-14.1,1,0
2012.08.28,00:00,1.24981,1.25753,1.24647,1.25641,55772,1.25289,1,66,1,1
2012.08.29,00:00,1.25641,1.25723,1.25184,1.25289,51749,1.25055,0,-35.2,1,0
2012.08.30,00:00,1.2529,1.25632,1.24875,1.25055,52941,1.25783,0,-23.5,1,0
2012.08.31,00:00,1.25054,1.2636,1.24929,1.25783,67817,1.2592,1,72.9,1,1
2012.09.03,00:00,1.25704,1.26098,1.25598,1.2592,48976,1.25653,1,21.6,1,0
2012.09.04,00:00,1.25919,1.26267,1.2555,1.25653,61467,1.26002,0,-26.6,1,0
2012.09.05,00:00,1.25652,1.26234,1.25012,1.26002,69604,1.26301,1,35,1,0
2012.09.06,00:00,1.26002,1.26501,1.25619,1.26301,69666,1.28154,1,29.9,1,0
2012.09.07,00:00,1.26302,1.28165,1.26262,1.28154,69433,1.27577,1,185.2,1,1
2012.09.10,00:00,1.2809,1.28107,1.27553,1.27577,58283,1.28542,0,-51.3,1,1
2012.09.11,00:00,1.27576,1.28705,1.27543,1.28542,66800,1.28986,1,96.6,1,1
2012.09.12,00:00,1.28543,1.29358,1.28148,1.28986,73104,1.29888,1,44.3,1,0
2012.09.13,00:00,1.2899,1.30008,1.28564,1.29888,73115,1.31286,1,89.8,1,1
2012.09.14,00:00,1.29888,1.31676,1.29795,1.31286,79483,1.31163,1,139.8,1,1
2012.09.17,00:00,1.31202,1.31706,1.30831,1.31163,68426,1.30469,0,-3.9,0,0
2012.09.18,00:00,1.3116,1.31196,1.30288,1.30469,71512,1.30478,0,-69.1,1,1
2012.09.19,00:00,1.30466,1.30844,1.29929,1.30478,72249,1.29678,1,1.2,0,0
2012.09.20,00:00,1.30477,1.30584,1.29201,1.29678,77350,1.29788,0,-79.9,1,1
2012.09.21,00:00,1.29679,1.30471,1.29553,1.29788,73847,1.29299,1,10.9,1,0
2012.09.24,00:00,1.29756,1.29897,1.28905,1.29299,62607,1.28982,0,-45.7,1,0
2012.09.25,00:00,1.293,1.297,1.28863,1.28982,68943,1.28717,0,-31.8,1,0
2012.09.26,00:00,1.28984,1.29122,1.28349,1.28717,67363,1.29119,0,-26.7,1,0
2012.09.27,00:00,1.28718,1.29272,1.28293,1.29119,69527,1.28595,1,40.1,1,0
2012.09.28,00:00,1.2912,1.29591,1.28382,1.28595,70800,1.28875,0,-52.5,1,1
2012.10.01,00:00,1.28447,1.29382,1.28031,1.28875,64264,1.29186,1,42.8,1,0
2012.10.02,00:00,1.28877,1.29669,1.28797,1.29186,58820,1.29049,1,30.9,1,0
2012.10.03,00:00,1.29187,1.29362,1.28769,1.29049,60463,1.30172,0,-13.8,1,0
2012.10.04,00:00,1.29049,1.3031,1.29011,1.30172,65491,1.30391,1,112.3,1,1
2012.10.05,00:00,1.30171,1.30708,1.29934,1.30391,59644,1.2967,1,22,1,0
2012.10.08,00:00,1.3025,1.3026,1.29373,1.2967,54236,1.28841,0,-58,1,1
2012.10.09,00:00,1.29672,1.29902,1.28585,1.28841,60193,1.28746,0,-83.1,1,1
2012.10.10,00:00,1.28841,1.29124,1.28352,1.28746,58405,1.29264,0,-9.5,0,0
2012.10.11,00:00,1.28739,1.29504,1.28253,1.29264,58423,1.29503,1,52.5,1,1
2012.10.12,00:00,1.29267,1.2991,1.29219,1.29503,55029,1.29482,1,23.6,1,0
2012.10.15,00:00,1.29532,1.29784,1.28908,1.29482,54491,1.30531,0,-5,0,0
2012.10.16,00:00,1.29481,1.30602,1.29424,1.30531,56756,1.31182,1,105,1,1
2012.10.17,00:00,1.30533,1.31384,1.30526,1.31182,61888,1.30662,1,64.9,1,1
2012.10.18,00:00,1.31181,1.3128,1.30553,1.30662,60822,1.3023,0,-51.9,1,1
2012.10.19,00:00,1.3066,1.30764,1.30128,1.3023,56723,1.3059,0,-43,1,0
2012.10.22,00:00,1.30205,1.30824,1.30154,1.3059,54627,1.29859,1,38.5,1,0
2012.10.23,00:00,1.3059,1.30748,1.29515,1.29859,57589,1.29727,0,-73.1,1,1
2012.10.24,00:00,1.29858,1.29962,1.29201,1.29727,57564,1.29333,0,-13.1,1,0
2012.10.25,00:00,1.29728,1.30224,1.29265,1.29333,55739,1.29353,0,-39.5,1,0
2012.10.26,00:00,1.29333,1.29556,1.2883,1.29353,56764,1.29024,1,2,0,0
2012.10.29,00:00,1.29421,1.29431,1.28848,1.29024,41482,1.29621,0,-39.7,1,0
2012.10.30,00:00,1.29024,1.29829,1.28857,1.29621,42707,1.29561,1,59.7,1,1
2012.10.31,00:00,1.29622,1.30199,1.29459,1.29561,54278,1.29428,0,-6.1,0,0
2012.11.01,00:00,1.29561,1.2982,1.29243,1.29428,50885,1.28333,0,-13.3,1,0
2012.11.02,00:00,1.29423,1.29502,1.28207,1.28333,56183,1.27952,0,-109,1,1
2012.11.05,00:00,1.28161,1.28418,1.27669,1.27952,54803,1.28138,0,-20.9,1,0
2012.11.06,00:00,1.27955,1.2826,1.27632,1.28138,59587,1.27702,1,18.3,1,0
2012.11.07,00:00,1.28137,1.28757,1.27358,1.27702,74776,1.27464,0,-43.5,1,0
2012.11.08,00:00,1.27702,1.27801,1.27171,1.27464,64202,1.27106,0,-23.8,1,0
2012.11.09,00:00,1.27463,1.27895,1.26895,1.27106,64523,1.27087,0,-35.7,1,0
2012.11.12,00:00,1.27117,1.27385,1.2697,1.27087,48368,1.27036,0,-3,0,0
2012.11.13,00:00,1.27088,1.27261,1.26612,1.27036,62760,1.27347,0,-5.2,0,0
2012.11.14,00:00,1.27033,1.27758,1.26998,1.27347,63962,1.27803,1,31.4,1,0
2012.11.15,00:00,1.27348,1.2801,1.27169,1.27803,60158,1.27418,1,45.5,1,0
2012.11.16,00:00,1.27802,1.27837,1.26905,1.27418,59103,1.28128,0,-38.4,1,0
2012.11.19,00:00,1.27486,1.28188,1.27396,1.28128,54401,1.28163,1,64.2,1,1
2012.11.20,00:00,1.28127,1.28276,1.27646,1.28163,60800,1.28283,1,3.6,0,0
2012.11.21,00:00,1.28162,1.28324,1.27359,1.28283,61151,1.28822,1,12.1,1,0
2012.11.22,00:00,1.28284,1.28983,1.28255,1.28822,52525,1.29729,1,53.8,1,1
2012.11.23,00:00,1.28822,1.29896,1.28677,1.29729,52394,1.29708,1,90.7,1,1
2012.11.26,00:00,1.29667,1.29836,1.29435,1.29708,52323,1.29419,1,4.1,0,0
2012.11.27,00:00,1.29713,1.30077,1.2915,1.29419,62718,1.29517,0,-29.4,1,0
2012.11.28,00:00,1.29419,1.29537,1.28796,1.29517,58943,1.29782,1,9.8,0,0
2012.11.29,00:00,1.29518,1.30125,1.29385,1.29782,54491,1.29848,1,26.4,1,0
2012.11.30,00:00,1.29778,1.30267,1.29679,1.29848,59010,1.3052,1,7,0,0
2012.12.03,00:00,1.29824,1.30751,1.29824,1.3052,53921,1.30935,1,69.6,1,1
2012.12.04,00:00,1.30524,1.31073,1.30453,1.30935,56080,1.30665,1,41.1,1,0
2012.12.05,00:00,1.30936,1.31253,1.30596,1.30665,53414,1.29672,0,-27.1,1,0
2012.12.06,00:00,1.30667,1.30857,1.295,1.29672,58006,1.29261,0,-99.5,1,1
2012.12.07,00:00,1.29673,1.29718,1.28769,1.29261,54432,1.29399,0,-41.2,1,0
2012.12.10,00:00,1.28889,1.29458,1.28855,1.29399,49855,1.30046,1,51,1,1
2012.12.11,00:00,1.29401,1.3014,1.29283,1.30046,51452,1.3073,1,64.5,1,1
2012.12.12,00:00,1.30046,1.3096,1.29951,1.3073,52692,1.30763,1,68.4,1,1
2012.12.13,00:00,1.3073,1.30998,1.30405,1.30763,51902,1.31622,1,3.3,0,0
2012.12.14,00:00,1.30765,1.31727,1.30657,1.31622,53436,1.31631,1,85.7,1,1
2012.12.17,00:00,1.31678,1.31871,1.31437,1.31631,49047,1.32281,0,-4.7,0,0
2012.12.18,00:00,1.31632,1.32376,1.31554,1.32281,46043,1.32261,1,64.9,1,1
2012.12.19,00:00,1.3228,1.33076,1.32227,1.32261,54957,1.32432,0,-1.9,0,0
2012.12.20,00:00,1.3226,1.32942,1.31889,1.32432,55605,1.31867,1,17.2,1,0
2012.12.21,00:00,1.32431,1.32517,1.3157,1.31867,62476,1.31768,0,-56.4,1,1
2012.12.24,00:00,1.31744,1.32326,1.31706,1.31768,30416,1.32233,1,2.4,0,0
2012.12.26,00:00,1.31866,1.32534,1.31826,1.32233,26673,1.32351,1,36.7,1,0
2012.12.27,00:00,1.32231,1.32833,1.32014,1.32351,47788,1.32146,1,12,1,0
2012.12.28,00:00,1.32352,1.32562,1.31654,1.32146,46345,1.31845,0,-20.6,1,0
2012.12.31,00:00,1.32131,1.32338,1.31716,1.31845,32174,1.31855,0,-28.6,1,0
2013.01.02,00:00,1.32716,1.32929,1.31567,1.31855,42233,1.30484,0,-86.1,1,1
2013.01.03,00:00,1.31856,1.319,1.30464,1.30484,49682,1.30677,0,-137.2,1,1
2013.01.04,00:00,1.30488,1.30884,1.29975,1.30677,50654,1.3115,1,18.9,1,0
2013.01.07,00:00,1.30748,1.31191,1.30165,1.3115,48039,1.30805,1,40.2,1,0
2013.01.08,00:00,1.31151,1.31388,1.30569,1.30805,49999,1.30636,0,-34.6,1,0
2013.01.09,00:00,1.30806,1.30953,1.30364,1.30636,48936,1.32712,0,-17,1,0
2013.01.10,00:00,1.30637,1.3272,1.30383,1.32712,52794,1.33416,1,207.5,1,1
2013.01.11,00:00,1.32711,1.3365,1.32481,1.33416,56799,1.338,1,70.5,1,1
2013.01.14,00:00,1.33609,1.34031,1.33358,1.338,51060,1.33042,1,19.1,1,0
2013.01.15,00:00,1.33807,1.3393,1.32663,1.33042,57503,1.32884,0,-76.5,1,1
2013.01.16,00:00,1.33043,1.33242,1.32568,1.32884,54063,1.33733,0,-15.9,1,0
2013.01.17,00:00,1.32882,1.3387,1.32696,1.33733,54836,1.33195,1,85.1,1,1
2013.01.18,00:00,1.33734,1.33979,1.32799,1.33195,55947,1.3312,0,-53.9,1,1
2013.01.21,00:00,1.33095,1.33315,1.32991,1.3312,37671,1.3321,1,2.5,0,0
2013.01.22,00:00,1.33121,1.33712,1.32667,1.3321,55239,1.33171,1,8.9,0,0
2013.01.23,00:00,1.33215,1.33533,1.32642,1.33171,48257,1.33759,0,-4.4,0,0
2013.01.24,00:00,1.3317,1.33921,1.32857,1.33759,55240,1.34629,1,58.9,1,1
2013.01.25,00:00,1.33759,1.34783,1.335,1.34629,59204,1.34549,1,87,1,1
2013.01.28,00:00,1.34651,1.34767,1.34244,1.34549,50257,1.34908,0,-10.2,1,0
2013.01.29,00:00,1.34548,1.34962,1.3414,1.34908,54352,1.35667,1,36,1,0
2013.01.30,00:00,1.34913,1.35856,1.34815,1.35667,56592,1.35768,1,75.4,1,1
2013.01.31,00:00,1.35665,1.35929,1.35409,1.35768,54019,1.36391,1,10.3,1,0
2013.02.01,00:00,1.35769,1.37106,1.35726,1.36391,64746,1.35129,1,62.2,1,1
2013.02.04,00:00,1.36501,1.3659,1.35047,1.35129,56174,1.35824,0,-137.2,1,1
2013.02.05,00:00,1.35131,1.35967,1.34579,1.35824,63787,1.35211,1,69.3,1,1
2013.02.06,00:00,1.35823,1.35955,1.34939,1.35211,59233,1.33966,0,-61.2,1,1
2013.02.07,00:00,1.35213,1.35765,1.33706,1.33966,63609,1.33614,0,-124.7,1,1
2013.02.08,00:00,1.33967,1.34283,1.33531,1.33614,58435,1.34051,0,-35.3,1,0
2013.02.11,00:00,1.3368,1.34265,1.33562,1.34051,50981,1.34535,1,37.1,1,0
2013.02.12,00:00,1.34052,1.34751,1.33642,1.34535,56252,1.34515,1,48.3,1,0
2013.02.13,00:00,1.34534,1.35194,1.34261,1.34515,53918,1.3362,0,-1.9,0,0
2013.02.14,00:00,1.34516,1.34548,1.33147,1.3362,58347,1.33585,0,-89.6,1,1
2013.02.15,00:00,1.33621,1.33929,1.33062,1.33585,44400,1.3351,0,-3.6,0,0
2013.02.18,00:00,1.33485,1.33782,1.33215,1.3351,28868,1.33874,1,2.5,0,0
2013.02.19,00:00,1.33503,1.33954,1.33294,1.33874,33655,1.32793,1,37.1,1,0
2013.02.20,00:00,1.33875,1.34316,1.32709,1.32793,39450,1.31891,0,-108.2,1,1
2013.02.21,00:00,1.32794,1.32894,1.31612,1.31891,40796,1.31907,0,-90.3,1,1
2013.02.22,00:00,1.3189,1.32443,1.31451,1.31907,35807,1.30609,1,1.7,0,0
2013.02.25,00:00,1.32164,1.33183,1.30487,1.30609,50122,1.30612,0,-155.5,1,1
2013.02.26,00:00,1.30618,1.31209,1.3018,1.30612,54835,1.31383,0,-0.6,0,0
2013.02.27,00:00,1.30603,1.31465,1.30415,1.31383,46491,1.30559,1,78,1,1
2013.02.28,00:00,1.31324,1.31605,1.30528,1.30559,38868,1.3018,0,-76.5,1,1
2013.03.01,00:00,1.3056,1.31006,1.29664,1.3018,40731,1.30257,0,-38,1,0
2013.03.04,00:00,1.30125,1.30306,1.2982,1.30257,34863,1.30509,1,13.2,1,0
2013.03.05,00:00,1.30256,1.30748,1.30099,1.30509,38118,1.29663,1,25.3,1,0
2013.03.06,00:00,1.3051,1.30701,1.2965,1.29663,37475,1.31062,0,-84.7,1,1
2013.03.07,00:00,1.29662,1.31181,1.29657,1.31062,43739,1.30035,1,140,1,1
2013.03.08,00:00,1.31063,1.3134,1.29561,1.30035,38680,1.30453,0,-102.8,1,1
2013.03.11,00:00,1.2996,1.30527,1.29791,1.30453,33284,1.30269,1,49.3,1,0
2013.03.12,00:00,1.30454,1.30741,1.29911,1.30269,39123,1.29598,0,-18.5,1,0
2013.03.13,00:00,1.30275,1.30644,1.29236,1.29598,39713,1.30021,0,-67.7,1,1
2013.03.14,00:00,1.29601,1.3032,1.29114,1.30021,39765,1.3075,1,42,1,0
2013.03.15,00:00,1.30024,1.31066,1.29993,1.3075,38107,1.29574,1,72.6,1,1
2013.03.18,00:00,1.29138,1.29953,1.28817,1.29574,37580,1.28669,1,43.6,1,0
2013.03.19,00:00,1.29578,1.29694,1.28433,1.28669,45921,1.29433,0,-90.9,1,1
2013.03.20,00:00,1.28657,1.29766,1.28565,1.29433,54822,1.28944,1,77.6,1,1
2013.03.21,00:00,1.2943,1.29546,1.28792,1.28944,61550,1.29876,0,-48.6,1,0
2013.03.22,00:00,1.28945,1.30078,1.28881,1.29876,40458,1.2848,1,93.1,1,1
2013.03.25,00:00,1.29617,1.30478,1.28301,1.2848,77311,1.28558,0,-113.7,1,1
2013.03.26,00:00,1.28483,1.28896,1.2829,1.28558,77181,1.27773,1,7.5,0,0
2013.03.27,00:00,1.28558,1.28666,1.2751,1.27773,66375,1.28146,0,-78.5,1,1
2013.03.28,00:00,1.27773,1.2844,1.2755,1.28146,56611,1.2817,1,37.3,1,0
2013.03.29,00:00,1.28145,1.28366,1.27935,1.2817,28547,1.2848,1,2.5,0,0
2013.04.01,00:00,1.28057,1.28674,1.2771,1.2848,33128,1.28188,1,42.3,1,0
2013.04.02,00:00,1.2848,1.28772,1.28088,1.28188,58506,1.28482,0,-29.2,1,0
2013.04.03,00:00,1.28193,1.2864,1.27896,1.28482,56027,1.29353,1,28.9,1,0
2013.04.04,00:00,1.28481,1.29485,1.2747,1.29353,66680,1.29907,1,87.2,1,1
2013.04.05,00:00,1.29354,1.30393,1.29004,1.29907,64288,1.3009,1,55.3,1,1
2013.04.08,00:00,1.29724,1.30373,1.29682,1.3009,54834,1.30821,1,36.6,1,0
2013.04.09,00:00,1.30081,1.31029,1.30048,1.30821,61624,1.30695,1,74,1,1
2013.04.10,00:00,1.30822,1.31213,1.30522,1.30695,50466,1.31002,0,-12.7,1,0
2013.04.11,00:00,1.30694,1.31378,1.30436,1.31002,52572,1.31104,1,30.8,1,0
2013.04.12,00:00,1.31002,1.31256,1.30366,1.31104,54658,1.30343,1,10.2,1,0
2013.04.15,00:00,1.31147,1.3115,1.30216,1.30343,59538,1.3177,0,-80.4,1,1
2013.04.16,00:00,1.30347,1.32006,1.3028,1.3177,63421,1.3031,1,142.3,1,1
2013.04.17,00:00,1.31768,1.31991,1.30019,1.3031,62272,1.30511,0,-145.8,1,1
